id,first_name,last_name,bats,throws,weight,height,debut,final_game,birth_year,birth_month,birth_day,birth_city,birth_state,birth_country
15031,Beiker,Graterol,R,R,165,74,09/04/1999,09/04/1999,1974,11,9,Barquisimeto,Lara,Venezuela
15032,Clay,Bellinger,R,R,195,75,09/04/1999,08/04/2002,1968,11,18,Oneonta,NY,USA
15033,Kris,Benson,R,R,190,76,09/04/1999,28/04/2010,1974,11,7,Kennesaw,GA,USA
15034,Chris,Singleton,L,L,195,74,10/04/1999,19/05/2005,1972,8,15,Martinez,CA,USA
15035,Joe,Winkelsas,R,R,188,75,10/04/1999,09/06/2006,1973,9,14,Buffalo,NY,USA
15036,David,Lamb,B,R,165,74,12/04/1999,29/09/2002,1975,6,6,West Hills,CA,USA
15037,Jeff,Zimmerman,R,R,200,73,13/04/1999,07/10/2001,1972,8,9,Kelowna,BC,CAN
15038,Jeff,Weaver,R,R,200,77,14/04/1999,29/09/2010,1976,8,22,Northridge,CA,USA
15039,Terrence,Long,L,L,190,73,14/04/1999,05/06/2006,1976,2,29,Montgomery,AL,USA
15040,Creighton,Gubanich,R,R,200,75,16/04/1999,23/07/1999,1972,3,27,Belleville,NJ,USA
15041,Jamie,Arnold,R,R,190,74,20/04/1999,01/10/2000,1974,3,24,Dearborn,MI,USA
15042,Joe,Nathan,R,R,230,76,21/04/1999,27/09/2016,1974,11,22,Houston,TX,USA
15043,Mike,Venafro,L,L,170,70,24/04/1999,30/09/2006,1973,8,2,Takoma Park,MD,USA
15044,Vance,Wilson,R,R,190,71,24/04/1999,28/09/2006,1973,3,17,Mesa,AZ,USA
15045,Richie,Barker,R,R,210,74,25/04/1999,05/05/1999,1972,10,29,Revere,MA,USA
15046,Anthony,Sanders,R,R,200,74,26/04/1999,18/04/2001,1974,3,2,Tucson,AZ,USA
15047,Kyle,Farnsworth,R,R,230,76,29/04/1999,25/06/2014,1976,4,14,Wichita,KS,USA
15048,Gabe,Molina,R,R,190,71,01/05/1999,26/05/2003,1975,5,3,Denver,CO,USA
15049,Kelly,Dransfeldt,R,R,195,74,01/05/1999,19/06/2004,1975,4,16,Joliet,IL,USA
15050,Guillermo,Mota,R,R,240,78,02/05/1999,02/10/2012,1973,7,25,San Pedro de Macoris,San Pedro de Macoris,D.R.
15051,Chris,Sexton,R,R,180,71,03/05/1999,01/10/2000,1971,8,3,Cincinnati,OH,USA
15052,Horacio,Estrada,L,L,185,73,04/05/1999,21/07/2001,1975,10,19,San Joaquin,Carabobo,Venezuela
15053,Billy,Koch,R,R,218,75,05/05/1999,26/08/2004,1974,12,14,Rockville Centre,NY,USA
15054,Ryan,Rupe,R,R,240,78,05/05/1999,27/06/2003,1975,3,31,Houston,TX,USA
15055,Sean,Spencer,L,L,185,71,06/05/1999,28/09/2000,1975,5,29,Seattle,WA,USA
15056,Carlos,Lee,R,R,270,74,07/05/1999,03/10/2012,1976,6,20,Aguadulce,Cocle,Panama
15057,Juan,Pena,R,R,210,77,08/05/1999,14/05/1999,1977,6,27,Santo Domingo,Distrito Nacional,D.R.
15058,Bo,Porter,R,R,195,74,09/05/1999,07/08/2001,1972,7,5,Newark,NJ,USA
15059,Pascual,Matos,R,R,180,74,11/05/1999,09/08/1999,1974,12,23,Barahona,Barahona,D.R.
15060,Jose,Macias,B,R,173,70,12/05/1999,02/10/2005,1972,1,25,Panama,Panama,Panama
15061,Alan,Newman,L,L,240,78,14/05/1999,26/06/2000,1969,10,2,La Habra,CA,USA
15062,Ted,Lilly,L,L,195,72,14/05/1999,04/06/2013,1976,1,4,Lomita,CA,USA
15063,Tommy,Davis,R,R,195,73,14/05/1999,30/05/1999,1973,5,21,Mobile,AL,USA
15064,Ryan,Franklin,R,R,190,75,15/05/1999,28/06/2011,1973,3,5,Fort Smith,AR,USA
15065,Ryan,Glynn,R,R,195,75,16/05/1999,06/07/2005,1974,11,1,Portsmouth,VA,USA
15066,Jordan,Zimmerman,R,L,200,72,17/05/1999,02/07/1999,1975,4,28,Kelowna,BC,CAN
15067,Roosevelt,Brown,L,R,195,71,18/05/1999,29/09/2002,1975,8,3,Vicksburg,MS,USA
15068,Brent,Billingsley,L,L,200,74,20/05/1999,03/10/1999,1975,4,19,Downey,CA,USA
15069,Ray,King,L,L,225,73,21/05/1999,23/04/2008,1974,1,15,Chicago,IL,USA
15070,David,Lee,R,R,200,73,22/05/1999,23/04/2004,1973,3,12,Pittsburgh,PA,USA
15071,Mike,Darr,L,R,205,75,23/05/1999,07/10/2001,1976,3,21,Corona,CA,USA
15072,Rick,Heiserman,R,R,225,79,23/05/1999,17/08/1999,1973,2,22,Atlantic,IA,USA
15073,Chris,Petersen,R,R,180,71,25/05/1999,04/06/1999,1970,11,6,Boston,MA,USA
15074,Orber,Moreno,R,R,225,75,25/05/1999,22/07/2004,1977,4,27,Caracas,Distrito Federal,Venezuela
15075,Rob,Radlosky,R,R,192,74,25/05/1999,22/06/1999,1974,1,7,West Palm Beach,FL,USA
15076,Carlos,Hernandez,R,R,175,69,26/05/1999,26/04/2000,1975,12,12,Caracas,Distrito Federal,Venezuela
15077,Byung-Hyun,Kim,R,R,176,71,29/05/1999,28/09/2007,1979,1,19,Gwangju,Gwangju,South Korea
15078,Cleatus,Davidson,B,R,170,70,30/05/1999,17/09/1999,1976,11,1,Bartow,FL,USA
15079,Melvin,Mora,R,R,200,71,30/05/1999,29/06/2011,1972,2,2,Agua Negra,Yaracuy,Venezuela
15080,Danny,Kolb,R,R,185,76,04/06/1999,20/06/2007,1975,3,29,Sterling,IL,USA
15081,David,Newhan,L,R,180,70,04/06/1999,28/09/2008,1973,9,7,Fullerton,CA,USA
15082,Gary,Matthews,B,R,200,75,04/06/1999,02/06/2010,1974,8,25,San Francisco,CA,USA
15083,Chris,Woodward,R,R,190,72,07/06/1999,27/09/2011,1976,6,27,Covina,CA,USA
15084,Dan,Smith,R,R,210,75,08/06/1999,25/06/2003,1975,9,15,Flemington,NJ,USA
15085,Tim,Hudson,R,R,175,73,08/06/1999,01/10/2015,1975,7,14,Columbus,GA,USA
15086,Jacque,Jones,L,L,175,70,09/06/1999,10/06/2008,1975,4,25,San Diego,CA,USA
15087,Liu,Rodriguez,B,R,195,69,09/06/1999,03/10/1999,1976,11,5,Caracas,Distrito Federal,Venezuela
15088,Randy,Wolf,L,L,205,72,11/06/1999,04/10/2015,1976,8,22,Canoga Park,CA,USA
15089,Mickey,Callaway,R,R,190,74,12/06/1999,21/08/2004,1975,5,13,Memphis,TN,USA
15090,Ruben,Mateo,R,R,170,72,12/06/1999,21/08/2004,1978,2,10,San Cristobal,San Cristobal,D.R.
15091,Aaron,Scheffer,L,R,175,74,13/06/1999,20/06/1999,1975,8,15,Ypsilanti,MI,USA
15092,Mike,Colangelo,R,R,185,73,13/06/1999,02/05/2002,1976,10,22,Teaneck,NJ,USA
15093,Jason,LaRue,R,R,200,71,15/06/1999,03/08/2010,1974,3,19,Houston,TX,USA
15094,Rick,Greene,R,R,200,77,19/06/1999,19/06/1999,1971,1,2,Fort Knox,KY,USA
15095,Brett,Laxton,L,R,205,74,21/06/1999,13/07/2000,1973,10,5,Stratford,NJ,USA
15096,Calvin,Murray,R,R,190,71,22/06/1999,01/10/2004,1971,7,30,Dallas,TX,USA
15097,Chad,Harville,R,R,180,69,23/06/1999,12/08/2006,1976,9,16,Selmer,TN,USA
15098,Octavio,Dotel,R,R,230,72,26/06/1999,19/04/2013,1973,11,25,Santo Domingo,Distrito Nacional,D.R.
15099,Bret,Hemphill,B,R,200,75,28/06/1999,03/10/1999,1971,12,17,Santa Clara,CA,USA
15100,Ramon,Hernandez,R,R,220,72,29/06/1999,12/06/2013,1976,5,20,Caracas,Distrito Federal,Venezuela
15101,Vicente,Padilla,R,R,230,72,29/06/1999,02/10/2012,1977,9,27,Chinandega,Chinandega,Nicaragua
15102,Damaso,Marte,L,L,215,74,30/06/1999,07/07/2010,1975,2,14,Santo Domingo,Distrito Nacional,D.R.
15103,Wilton,Veras,R,R,186,74,01/07/1999,30/06/2000,1978,1,19,Monte Cristi,Monte Cristi,D.R.
15104,Pat,Daneker,R,R,195,75,02/07/1999,19/07/1999,1976,1,14,Williamsport,PA,USA
15105,Willis,Roberts,R,R,175,75,02/07/1999,13/08/2004,1975,6,19,San Cristobal,San Cristobal,D.R.
15106,Jose,Fernandez,R,R,220,75,03/07/1999,29/09/2001,1974,11,2,La Vega,La Vega,D.R.
15107,Steve,Schrenk,R,R,185,75,03/07/1999,16/07/2000,1968,11,20,Chicago,IL,USA
15108,Jimmy,Anderson,L,L,195,73,04/07/1999,21/07/2004,1976,1,22,Portsmouth,VA,USA
15109,John,McDonald,R,R,185,69,04/07/1999,28/09/2014,1974,9,24,New London,CT,USA
15110,Amaury,Garcia,R,R,160,70,05/07/1999,03/10/1999,1975,5,20,Santo Domingo,Distrito Nacional,D.R.
15111,Yamid,Haad,R,R,204,74,05/07/1999,01/10/2005,1977,9,2,Cartagena,Bolivar,Colombia
15112,Gil,Meche,R,R,180,75,06/07/1999,03/10/2010,1978,9,8,Lafayette,LA,USA
15113,Wade,Miller,R,R,185,74,07/07/1999,22/04/2007,1976,9,13,Reading,PA,USA
15114,Erik,Sabel,R,R,193,75,09/07/1999,28/07/2002,1974,10,14,Lafayette,IN,USA
15115,Mike,Porzio,L,L,190,75,09/07/1999,26/07/2003,1972,8,20,Waterbury,CT,USA
15116,Chris,Stowers,L,L,195,75,10/07/1999,16/07/1999,1974,8,18,St. Louis,MO,USA
15117,Ken,Ray,R,R,200,74,10/07/1999,30/09/2006,1974,11,27,Atlanta,GA,USA
15118,Ed,Yarnall,L,L,234,75,15/07/1999,06/07/2000,1975,12,4,Lima,PA,USA
15119,Dan,Reichert,R,R,175,75,16/07/1999,25/09/2003,1976,7,12,Monterey,CA,USA
15120,Lance,Berkman,B,L,220,73,16/07/1999,17/09/2013,1976,2,10,Waco,TX,USA
15121,Chris,Clapinski,B,R,175,72,17/07/1999,24/09/2000,1971,8,20,Buffalo,NY,USA
15122,Dave,Borkowski,R,R,200,73,17/07/1999,27/09/2008,1977,2,7,Detroit,MI,USA
15123,Steve,Rain,R,R,250,78,17/07/1999,29/09/2000,1975,6,2,Los Angeles,CA,USA
15124,Kyle,Peterson,L,R,215,75,19/07/1999,05/07/2001,1976,4,9,Elkhorn,NE,USA
15125,Tomo,Ohka,B,R,205,73,19/07/1999,04/10/2009,1976,3,18,Kyoto,Kyoto,Japan
15126,Joe,Davenport,R,R,225,77,20/07/1999,28/04/2001,1976,3,24,Chicago,IL,USA
15127,Anthony,Shumaker,L,L,225,77,23/07/1999,02/10/1999,1973,5,14,Tucson,AZ,USA
15128,Luis,Vizcaino,R,R,170,73,23/07/1999,19/06/2009,1974,8,6,Bani,Peravia,D.R.
15129,Mark,Redman,L,L,220,77,24/07/1999,13/07/2008,1974,1,5,San Diego,CA,USA
15130,Micah,Bowie,L,L,185,76,24/07/1999,21/04/2008,1974,11,10,Humble,TX,USA
15131,Erubiel,Durazo,L,L,240,75,26/07/1999,24/05/2005,1974,1,23,Hermosillo,Sonora,Mexico
15132,Hector,Almonte,R,R,190,74,26/07/1999,28/09/2003,1975,10,17,Santo Domingo,Distrito Nacional,D.R.
15133,B. J.,Ryan,L,L,230,78,28/07/1999,05/07/2009,1975,12,28,Bossier City,LA,USA
15134,Armando,Almanza,L,L,205,75,29/07/1999,20/07/2005,1972,10,26,El Paso,TX,USA
15135,Francisco,Cordero,R,R,245,75,02/08/1999,01/08/2012,1975,5,11,Santo Domingo,Distrito Nacional,D.R.
15136,Kip,Wells,R,R,205,75,02/08/1999,01/08/2012,1977,4,21,Houston,TX,USA
15137,Matt,Herges,L,R,200,72,03/08/1999,04/10/2009,1970,4,1,Champaign,IL,USA
15138,Chad,Meyers,R,R,190,72,06/08/1999,28/09/2003,1975,8,8,Omaha,NE,USA
15139,Trent,Durrington,R,R,185,70,06/08/1999,28/09/2005,1975,8,27,Sydney,New South Wales,Australia
15140,Dave,Roberts,L,L,172,70,07/08/1999,28/09/2008,1972,5,31,Naha,Okinawa,Japan
15141,Jesus,Pena,L,L,170,72,07/08/1999,01/10/2000,1975,3,8,Santo Domingo,Distrito Nacional,D.R.
15142,Dan,Murray,R,R,193,73,09/08/1999,30/09/2000,1973,11,21,Los Alamitos,CA,USA
15143,Doug,Davis,R,L,215,76,09/08/1999,28/06/2011,1975,9,21,Sacramento,CA,USA
15144,Geoff,Blum,B,R,220,75,09/08/1999,17/07/2012,1973,4,26,Redwood City,CA,USA
15145,Lou,Pote,R,R,200,75,11/08/1999,09/06/2004,1971,8,21,Evergreen Park,IL,USA
15146,Casey,Blake,R,R,205,74,14/08/1999,31/08/2011,1973,8,23,Des Moines,IA,USA
15147,David,Riske,R,R,175,74,14/08/1999,15/08/2010,1976,10,23,Renton,WA,USA
15148,Scott,Strickland,R,R,180,71,14/08/1999,24/06/2010,1976,4,26,Houston,TX,USA
15149,Wiki,Gonzalez,R,R,175,71,14/08/1999,24/05/2006,1974,5,17,Aragua,Aragua,Venezuela
15150,Tony,Armas,R,R,205,76,16/08/1999,07/07/2008,1978,4,29,Puerto Piritu,Anzoategui,Venezuela
15151,A. J.,Burnett,R,R,230,76,17/08/1999,03/10/2015,1977,1,3,North Little Rock,AR,USA
15152,Kevin,Barker,L,L,195,74,19/08/1999,04/10/2009,1975,7,26,Bristol,VA,USA
15153,Ramon,Ortiz,R,R,175,72,19/08/1999,02/06/2013,1973,5,23,Cotui,Sanchez Ramirez,D.R.
15154,Rob,Ryan,L,L,190,71,20/08/1999,07/10/2001,1973,6,24,Havre,MT,USA
15155,Adam,Kennedy,L,R,195,71,21/08/1999,07/09/2012,1976,1,10,Riverside,CA,USA
15156,Rick,Ankiel,L,L,210,73,23/08/1999,08/06/2013,1979,7,19,Fort Pierce,FL,USA
15157,Corey,Lee,B,L,180,74,24/08/1999,24/08/1999,1974,12,26,Raleigh,NC,USA
15158,Jason,Ryan,B,R,185,75,24/08/1999,01/10/2000,1976,1,21,Long Branch,NJ,USA
15159,Ramon,Castro,R,R,240,75,27/08/1999,09/07/2011,1976,3,1,Vega Baja,NULL,P.R.
15160,Robert,Ramsay,L,L,230,77,27/08/1999,30/09/2000,1973,12,3,Vancouver,WA,USA
15161,Hector,Ramirez,R,R,218,75,28/08/1999,26/05/2000,1971,12,15,El Seibo,El Seibo,D.R.
15162,Buddy,Carlyle,L,R,210,75,29/08/1999,11/05/2015,1977,12,21,Omaha,NE,USA
15163,David,Cortes,R,R,195,71,30/08/1999,13/07/2006,1973,10,15,Mexicali,Baja California,Mexico
15164,Vernon,Wells,R,R,230,73,30/08/1999,29/09/2013,1978,12,8,Shreveport,LA,USA
15165,Sean,DePaula,R,R,215,76,31/08/1999,01/08/2002,1973,11,7,Newton,MA,USA
15166,Ben,Petrick,R,R,195,72,01/09/1999,28/09/2003,1977,4,7,Salem,OR,USA
15167,Dan,Wheeler,R,R,220,75,01/09/1999,13/05/2012,1977,12,10,Providence,RI,USA
15168,Juan,Alvarez,L,L,180,73,01/09/1999,03/06/2003,1973,8,9,Coral Gables,FL,USA
15169,Luther,Hackman,R,R,195,76,01/09/1999,27/09/2003,1974,10,10,Columbus,MS,USA
15170,Cole,Liniak,R,R,181,73,03/09/1999,05/04/2000,1976,8,23,Encinitas,CA,USA
15171,Robinson,Cancel,R,R,225,71,03/09/1999,05/06/2011,1976,5,4,Lajas,NULL,P.R.
15172,Travis,Dawkins,R,R,180,73,03/09/1999,23/07/2003,1979,5,12,Newberry,SC,USA
15173,Jim,Brower,R,R,205,74,05/09/1999,14/08/2007,1972,12,29,Edina,MN,USA
15174,Mike,Romano,B,R,195,74,05/09/1999,24/09/1999,1972,3,3,New Orleans,LA,USA
15175,Frank,Menechino,R,R,175,69,06/09/1999,02/10/2005,1971,1,7,Staten Island,NY,USA
15176,Jose,Molina,R,R,250,72,06/09/1999,28/09/2014,1975,6,3,Bayamon,NULL,P.R.
15177,Aaron,Myette,R,R,195,76,07/09/1999,27/09/2004,1977,9,26,New Westminster,BC,CAN
15178,Brian,Cooper,R,R,175,73,07/09/1999,28/09/2005,1974,8,19,Hollywood,CA,USA
15179,Brian,McNichol,L,L,215,78,07/09/1999,30/09/1999,1974,5,20,Fairfax,VA,USA
15180,Carl,Dale,R,R,215,74,07/09/1999,26/09/1999,1972,12,7,Indianapolis,IN,USA
15181,Chad,Hermansen,R,R,185,74,07/09/1999,17/04/2004,1977,9,10,Salt Lake City,UT,USA
15182,Eric,Gagne,R,R,195,74,07/09/1999,25/09/2008,1976,1,7,Montreal,QC,CAN
15183,Jason,Dellaero,B,R,195,74,07/09/1999,03/10/1999,1976,12,17,Mount Kisco,NY,USA
15184,Jeff,DaVanon,B,R,185,72,07/09/1999,30/09/2007,1973,12,8,San Diego,CA,USA
15185,Josh,Paul,R,R,185,73,07/09/1999,26/09/2007,1975,5,19,Evanston,IL,USA
15186,Peter,Bergeron,L,R,185,74,07/09/1999,18/04/2004,1977,11,9,Greenfield,MA,USA
15187,Trace,Coquillette,R,R,165,72,07/09/1999,01/10/2000,1974,6,4,Carmichael,CA,USA
15188,Michael,Tejera,L,L,175,69,08/09/1999,09/06/2005,1976,10,18,La Habana,La Habana,Cuba
15189,Domingo,Guzman,R,R,210,72,09/09/1999,07/06/2000,1975,4,5,San Cristobal,San Cristobal,D.R.
15190,Matt,Riley,L,L,205,73,09/09/1999,04/05/2005,1979,8,2,Antioch,CA,USA
15191,Erik,Hiljus,R,R,230,77,10/09/1999,29/05/2002,1972,12,25,Panorama City,CA,USA
15192,Jason,Boyd,R,R,170,75,10/09/1999,13/05/2004,1973,2,23,St. Clair,IL,USA
15193,Juan,Sosa,R,R,175,73,10/09/1999,25/05/2001,1975,8,19,San Francisco de Macoris,Duarte,D.R.
15194,Julio,Ramirez,R,R,195,71,10/09/1999,02/10/2005,1977,8,10,San Juan de la Maguana,San Juan,D.R.
15195,Mike,Garcia,R,R,220,74,10/09/1999,20/05/2000,1968,5,11,Riverside,CA,USA
15196,Jeff,Sparks,R,R,210,75,12/09/1999,17/05/2000,1972,4,4,Houston,TX,USA
15197,Jeff,Williams,R,L,185,72,12/09/1999,28/09/2002,1972,6,6,Canberra,Capital Territory,Australia
15198,Jorge,Toca,R,R,220,75,12/09/1999,07/10/2001,1971,1,7,Remedios,Villa Clara,Cuba
15199,Alfonso,Soriano,R,R,195,73,14/09/1999,05/07/2014,1976,1,7,San Pedro de Macoris,San Pedro de Macoris,D.R.
15200,Mark,Quinn,R,R,175,73,14/09/1999,07/06/2002,1974,5,21,La Mirada,CA,USA
15201,D'Angelo,Jimenez,B,R,190,72,15/09/1999,29/09/2007,1977,12,21,Santo Domingo,Distrito Nacional,D.R.
15202,Denny,Stark,R,R,210,74,15/09/1999,02/06/2009,1974,10,27,Hicksville,OH,USA
15203,J. C.,Romero,B,L,205,71,15/09/1999,22/08/2012,1976,6,4,Rio Piedras,NULL,P.R.
15204,Lance,Carter,R,R,190,73,15/09/1999,26/05/2006,1974,12,18,Bradenton,FL,USA
15205,Jim,Morris,L,L,215,75,18/09/1999,09/05/2000,1964,1,19,Brownwood,TX,USA
15206,Steve,Cox,L,L,225,76,19/09/1999,25/09/2002,1974,10,31,Delano,CA,USA
15207,Rod,Barajas,R,R,250,74,25/09/1999,03/10/2012,1975,9,5,Ontario,CA,USA
15208,Chad,Durbin,R,R,225,74,26/09/1999,30/05/2013,1977,12,3,Spring Valley,IL,USA
15209,Gary,Glover,R,R,200,77,30/09/1999,29/09/2008,1976,12,3,Cleveland,OH,USA
15210,John,Bale,L,L,210,76,30/09/1999,02/10/2009,1974,5,22,Cheverly,MD,USA
15211,Brian,Falkenborg,R,R,235,79,01/10/1999,05/09/2008,1978,1,18,Newport Beach,CA,USA
15212,Steve,Lomasney,R,R,185,72,03/10/1999,03/10/1999,1977,8,9,Melrose,MA,USA
15213,Tarrik,Brock,L,L,170,75,29/03/2000,22/04/2000,1973,12,25,Goleta,CA,USA
15214,Danny,Young,R,L,210,76,30/03/2000,06/04/2000,1971,11,3,Smyrna,TN,USA
15215,Ben,Weber,R,R,185,76,03/04/2000,08/05/2005,1969,11,17,Port Arthur,TX,USA
15216,Johan,Santana,L,L,210,72,03/04/2000,17/08/2012,1979,3,13,Tovar,Merida,Venezuela
15217,Kelly,Wunsch,L,L,192,77,03/04/2000,07/07/2005,1972,7,12,Houston,TX,USA
15218,Matt,Blank,L,L,200,74,03/04/2000,21/06/2001,1976,4,5,Texarkana,TX,USA
15219,Matt,LeCroy,R,R,225,74,03/04/2000,30/09/2007,1975,12,13,Belton,SC,USA
15220,Hector,Mercado,L,L,205,75,04/04/2000,11/07/2003,1974,4,29,Catano,NULL,P.R.
15221,Luis,Rivera,R,R,163,75,04/04/2000,20/09/2000,1978,6,21,Chihuahua,Chihuahua,Mexico
15222,Rafael,Furcal,B,R,195,68,04/04/2000,21/06/2014,1977,10,24,Loma de Cabrera,Dajabon,D.R.
15223,Aaron,Fultz,L,L,196,72,05/04/2000,30/09/2007,1973,9,4,Memphis,TN,USA
15224,D. T.,Cromer,L,L,190,74,05/04/2000,07/10/2001,1971,3,19,Lake City,SC,USA
15225,Kazuhiro,Sasaki,R,R,209,76,05/04/2000,28/09/2003,1968,2,22,Sendai,Miyagi,Japan
15226,Matt,Williams,B,L,185,72,05/04/2000,29/04/2000,1971,4,12,Virginia Beach,VA,USA
15227,Dewayne,Wise,L,L,200,72,06/04/2000,29/05/2013,1978,2,24,Columbia,SC,USA
15228,Julio,Zuleta,R,R,230,78,06/04/2000,25/06/2001,1975,3,28,Panama,Panama,Panama
15229,Brad,Penny,R,R,270,76,07/04/2000,26/09/2014,1978,5,24,Blackwell,OK,USA
15230,Mark,Johnson,R,R,226,75,07/04/2000,24/06/2000,1975,5,2,Dayton,OH,USA
15231,Rob,Bell,R,R,225,77,08/04/2000,30/09/2007,1977,1,17,Newburgh,NY,USA
15232,Daniel,Garibay,L,L,154,68,09/04/2000,16/09/2000,1973,2,14,Maneadero,Baja California,Mexico
15233,Scott,Downs,L,L,215,74,09/04/2000,23/09/2014,1976,3,17,Louisville,KY,USA
15234,Willie,Morales,R,R,182,70,09/04/2000,06/09/2000,1972,9,7,Tucson,AZ,USA
15235,Justin,Brunette,L,L,200,73,13/04/2000,12/05/2000,1975,10,7,Los Alamitos,CA,USA
15236,Kevin,Walker,L,L,190,76,14/04/2000,09/07/2005,1976,9,20,Irving,TX,USA
15237,Ruben,Quevedo,R,R,190,73,14/04/2000,28/09/2003,1979,1,5,Valencia,Carabobo,Venezuela
15238,Darrell,Einertson,R,R,190,74,15/04/2000,27/07/2000,1972,9,4,Rhinelander,WI,USA
15239,Julio,Lugo,R,R,175,73,15/04/2000,23/08/2011,1975,11,16,Barahona,Barahona,D.R.
15240,Scott,Linebrink,R,R,220,75,15/04/2000,28/09/2011,1976,8,4,Austin,TX,USA
15241,Clayton,Andrews,R,L,175,72,16/04/2000,13/06/2000,1978,5,15,Dunedin,FL,USA
15242,Derrick,Turnbow,R,R,195,75,17/04/2000,30/04/2008,1978,1,25,Union City,TN,USA
15243,Keith,Johnson,R,R,200,71,17/04/2000,09/08/2000,1971,4,17,Hanford,CA,USA
15244,Mark,Mulder,L,L,200,78,18/04/2000,09/07/2008,1977,8,5,South Holland,IL,USA
15245,Gene,Stechschulte,R,R,210,77,20/04/2000,30/06/2002,1973,8,12,Lima,OH,USA
15246,Mike,Lamb,L,R,205,73,23/04/2000,17/07/2010,1975,8,9,West Covina,CA,USA
15247,Pablo,Ozuna,R,R,200,71,23/04/2000,28/09/2008,1974,8,25,Santo Domingo,Distrito Nacional,D.R.
15248,Adam,Piatt,R,R,195,74,24/04/2000,23/09/2003,1976,2,8,Chicago,IL,USA
15249,Kevin,Hodges,R,R,200,76,24/04/2000,30/09/2000,1973,6,24,Houston,TX,USA
15250,Andy,Tracy,L,R,220,75,25/04/2000,04/10/2009,1973,12,11,Bowling Green,OH,USA
15251,Kory,DeHaan,L,R,187,74,25/04/2000,29/09/2002,1976,7,16,Pella,IA,USA
15252,Eric,Cammack,R,R,175,73,28/04/2000,29/09/2000,1975,8,14,Nederland,TX,USA
15253,Rodrigo,Lopez,R,R,185,73,29/04/2000,22/04/2012,1975,12,14,Tlalnepantla,Estado de Mexico,Mexico
15254,Andy,Thompson,R,R,210,75,02/05/2000,04/05/2000,1975,10,8,Oconomowoc,WI,USA
15255,Steve,Sisco,R,R,190,70,06/05/2000,30/09/2000,1969,12,2,Thousand Oaks,CA,USA
15256,Fernando,Lunar,R,R,195,73,08/05/2000,11/04/2002,1977,5,25,Cantaura,Anzoategui,Venezuela
15257,Jason,Grilli,R,R,235,77,11/05/2000,01/10/2017,1976,11,11,Royal Oak,MI,USA
15258,Joe,Strong,B,R,200,72,11/05/2000,05/05/2001,1962,9,9,Fairfield,CA,USA
15259,Brandon,Kolb,R,R,190,73,12/05/2000,19/09/2001,1973,11,20,Oakland,CA,USA
15260,Brian,O'Connor,L,L,190,74,13/05/2000,27/09/2000,1977,1,4,Cincinnati,OH,USA
15261,Bubba,Carpenter,L,L,195,73,13/05/2000,06/06/2000,1968,7,23,Dallas,TX,USA
15262,Keith,Luuloa,R,R,185,72,17/05/2000,31/05/2000,1974,12,24,Honolulu,HI,USA
15263,Kevin,Beirne,L,R,210,76,17/05/2000,28/09/2002,1974,1,1,Houston,TX,USA
15264,Jose,Rodriguez,L,L,205,73,18/05/2000,13/07/2002,1974,12,18,Cayey,NULL,P.R.
15265,Brian,Buchanan,R,R,230,76,19/05/2000,29/08/2004,1973,7,21,Miami,FL,USA
15266,Mark,Watson,R,L,215,76,19/05/2000,21/08/2003,1974,1,23,Atlanta,GA,USA
15267,Darwin,Cubillan,R,R,165,74,20/05/2000,01/06/2004,1972,11,15,Bobures,Zulia,Venezuela
15268,Paul,Rigdon,R,R,210,77,21/05/2000,01/07/2001,1975,11,2,Jacksonville,FL,USA
15269,Brandon,Villafuerte,R,R,195,71,23/05/2000,21/07/2004,1975,12,17,Hilo,HI,USA
15270,Pat,Burrell,R,R,235,76,24/05/2000,28/09/2011,1976,10,10,Eureka Springs,AR,USA
15271,Tim,Drew,R,R,195,73,24/05/2000,02/10/2004,1978,8,31,Valdosta,GA,USA
15272,Raul,Gonzalez,R,R,190,68,25/05/2000,21/06/2004,1973,12,27,Santurce,NULL,P.R.
15273,Brian,Schneider,L,R,210,73,26/05/2000,23/08/2012,1976,11,26,Jacksonville,FL,USA
15274,Seth,Etherton,R,R,195,73,26/05/2000,03/06/2006,1976,10,17,Laguna Beach,CA,USA
15275,Jim,Mann,R,R,225,75,29/05/2000,01/08/2003,1974,11,17,Brockton,MA,USA
15276,Adam,Eaton,R,R,190,74,30/05/2000,24/08/2009,1977,11,23,Seattle,WA,USA
15277,Javier,Cardona,R,R,185,73,31/05/2000,14/05/2002,1975,9,15,Santurce,NULL,P.R.
15278,Mike,Matthews,L,L,175,74,31/05/2000,24/04/2005,1973,10,24,Fredericksburg,VA,USA
15279,Jeff,D'Amico,R,R,200,75,03/06/2000,07/07/2000,1974,11,9,Inglewood,CA,USA
15280,Nelson,Figueroa,B,R,185,73,03/06/2000,09/05/2011,1974,5,18,Brooklyn,NY,USA
15281,Santiago,Perez,B,R,185,74,03/06/2000,01/07/2001,1975,12,30,Santo Domingo,Distrito Nacional,D.R.
15282,T. J.,Tucker,R,R,245,75,03/06/2000,17/06/2005,1978,8,20,Clearwater,FL,USA
15283,Augie,Ojeda,B,R,175,69,04/06/2000,03/10/2010,1974,12,20,Los Angeles,CA,USA
15284,Jason,Tyner,L,L,170,73,05/06/2000,12/05/2008,1977,4,23,Bedford,TX,USA
15285,Jason,Marquis,L,R,220,73,06/06/2000,25/05/2015,1978,8,21,Manhasset,NY,USA
